# owner\tsource-or-tag\tartifact
kotodama-zk	crates/ivm/tests/data/control.ko	crates/ivm/tests/data/control.to
kotodama-standard	crates/ivm/tests/data/mfc.ko	crates/ivm/tests/data/mfc.to
kotodama-standard	crates/kotodama_lang/src/samples/asset_ops.ko	crates/kotodama_lang/src/samples/asset_ops.to
kotodama-standard	crates/kotodama_lang/src/samples/create_nft_for_every_user_trigger.ko	crates/kotodama_lang/src/samples/create_nft_for_every_user_trigger.to
kotodama-standard	crates/kotodama_lang/src/samples/dex_contract.ko	crates/kotodama_lang/src/samples/dex_contract.to
kotodama-zk	crates/kotodama_lang/src/samples/dex_simple.ko	crates/kotodama_lang/src/samples/dex_simple.to
kotodama-standard	crates/kotodama_lang/src/samples/domain_ops.ko	crates/kotodama_lang/src/samples/domain_ops.to
kotodama-standard	crates/kotodama_lang/src/samples/irohaswap.ko	crates/kotodama_lang/src/samples/irohaswap.to
kotodama-standard	crates/kotodama_lang/src/samples/kotodama_swap.ko	crates/kotodama_lang/src/samples/kotodama_swap.to
kotodama-standard	crates/kotodama_lang/src/samples/lending_simple.ko	crates/kotodama_lang/src/samples/lending_simple.to
kotodama-standard	crates/kotodama_lang/src/samples/mint_rose_trigger.ko	crates/kotodama_lang/src/samples/mint_rose_trigger.to
kotodama-standard	crates/kotodama_lang/src/samples/native_escrow.ko	crates/kotodama_lang/src/samples/native_escrow.to
kotodama-standard	crates/kotodama_lang/src/samples/perp_funding.ko	crates/kotodama_lang/src/samples/perp_funding.to
kotodama-standard	crates/kotodama_lang/src/samples/query_assets_and_save_cursor.ko	crates/kotodama_lang/src/samples/query_assets_and_save_cursor.to
kotodama-standard	crates/kotodama_lang/src/samples/smart_contract_can_filter_queries.ko	crates/kotodama_lang/src/samples/smart_contract_can_filter_queries.to
kotodama-standard	crates/kotodama_lang/src/samples/stablecoin_simple.ko	crates/kotodama_lang/src/samples/stablecoin_simple.to
kotodama-standard	crates/kotodama_lang/src/samples/subscription_billing_trigger.ko	crates/kotodama_lang/src/samples/subscription_billing_trigger.to
kotodama-standard	crates/kotodama_lang/src/samples/subscription_usage_recorder.ko	crates/kotodama_lang/src/samples/subscription_usage_recorder.to
kotodama-standard	crates/kotodama_lang/src/samples/threshold_escrow.ko	crates/kotodama_lang/src/samples/threshold_escrow.to
kotodama-standard	crates/kotodama_lang/src/samples/tuple_return_demo.ko	crates/kotodama_lang/src/samples/tuple_return_demo.to
kotodama-zk	crates/kotodama_lang/src/samples/zk_vote_and_unshield.ko	crates/kotodama_lang/src/samples/zk_vote_and_unshield.to
kotodama-standard	demo/authority_probe.ko	demo/authority_probe.to
kotodama-standard	crates/kotodama_lang/src/samples/irohaswap.ko	demo/irohaswap.to
kotodama-standard	demo/ivm_smoke.ko	demo/ivm_smoke.to
kotodama-standard	demo/prediction_market.ko	demo/prediction_market.to
kotodama-standard	examples/transfer/transfer.ko	demo/transfer.to
kotodama-standard	docs/portal/static/norito-snippets/call-transfer-asset.ko	docs/portal/static/norito-snippets/call-transfer-asset.to
kotodama-standard	docs/portal/static/norito-snippets/hajimari-entrypoint.ko	docs/portal/static/norito-snippets/hajimari-entrypoint.to
kotodama-standard	docs/portal/static/norito-snippets/nft-flow.ko	docs/portal/static/norito-snippets/nft-flow.to
kotodama-standard	docs/portal/static/norito-snippets/register-and-mint.ko	docs/portal/static/norito-snippets/register-and-mint.to
kotodama-standard	docs/portal/static/norito-snippets/threshold-escrow.ko	docs/portal/static/norito-snippets/threshold-escrow.to
kotodama-standard	docs/portal/static/norito-snippets/transfer-asset.ko	docs/portal/static/norito-snippets/transfer-asset.to
kotodama-standard	examples/hello/hello.ko	examples/hello/hello.to
kotodama-standard	examples/map/map.ko	examples/map/map.to
kotodama-standard	examples/nft/nft.ko	examples/nft/nft.to
kotodama-standard	examples/transfer/transfer.ko	examples/transfer/transfer.to
kotodama-zk	fuzz/attachments/zk/kotodama/zk_shield_example.ko	fuzz/attachments/zk/kotodama/zk_shield_example.to
kotodama-zk	fuzz/attachments/zk/kotodama/zk_unshield_verify_example.ko	fuzz/attachments/zk/kotodama/zk_unshield_verify_example.to
kotodama-standard	crates/kotodama_lang/src/samples/create_nft_for_every_user_trigger.ko	integration_tests/fixtures/ivm/create_nft_for_every_user_trigger.to
kotodama-standard	crates/kotodama_lang/src/samples/mint_rose_trigger.ko	integration_tests/fixtures/ivm/mint_rose_trigger.to
kotodama-standard	crates/kotodama_lang/src/samples/query_assets_and_save_cursor.ko	integration_tests/fixtures/ivm/query_assets_and_save_cursor.to
kotodama-standard	crates/kotodama_lang/src/samples/smart_contract_can_filter_queries.ko	integration_tests/fixtures/ivm/smart_contract_can_filter_queries.to
kotodama-standard	crates/kotodama_lang/src/samples/threshold_escrow.ko	integration_tests/fixtures/ivm/threshold_escrow.to
predecoder	0	crates/ivm/tests/fixtures/predecoder/mixed/artifacts/artifact_v1_1_mode00_vlen0_cycles0_abi1.to
predecoder	1	crates/ivm/tests/fixtures/predecoder/mixed/artifacts/artifact_v1_1_mode03_vlen8_cycles1000_abi1.to
synthetic	0	integration_tests/fixtures/ivm/executor_with_admin.to
synthetic	1	integration_tests/fixtures/ivm/executor_with_custom_permission.to
synthetic	2	integration_tests/fixtures/ivm/executor_remove_permission.to
synthetic	3	integration_tests/fixtures/ivm/executor_custom_instructions_simple.to
synthetic	4	integration_tests/fixtures/ivm/executor_custom_instructions_complex.to
synthetic	5	integration_tests/fixtures/ivm/executor_with_migration_fail.to
synthetic	6	integration_tests/fixtures/ivm/executor_with_fuel.to
synthetic	7	integration_tests/fixtures/ivm/executor_with_custom_parameter.to
default	v1	defaults/executor.to
