# Accept rows were generated from iroha_data_model::block::consensus_v2 using Encode::encode.
# Reject rows are Rust-encoded invalid values or deliberate corruptions of those payloads.
# Bare Norito v1 layout with COMPACT_LEN; do not regenerate from an SDK codec.
# kind	name	hex	expectation
message	commit_certificate_response	0202009f030a00000099032088acf41dc19647cb9dffe7369fd5c529f5aa816c6a5116d6f4c90d20171e29aff101342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080900000000000000040200000065220120d2a6002040093d59dba02ec090ca544001017d7884a798582a3508b34fadc90d204424c8a482b6e2ae4ce156ac3e38c7b84dc6e753ac86c0202b78af035e4e4feb208b1852e7f61a18360f019c0a4c97cf53c4196ed77aea1328875033e39204596f1703000000000000000400000000040100000004020000003830000000000000005a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a4b4a21000000000000000100012b01c20180010b0133011601e001090120019f01fd0175017d01ab011901cc01f001ae018401bc017a01e90106015401e101e80117011201d2017001f60153383000000000000000828282828282828282828282828282828282828282828282828282828282828282828282828282828282828282828282	accept
status	compact	020200200d53621009237a098c1d0c09bf2281252ad34514394338de78794a84d63f7b6120a767abd5771c0d1d0791e13fba539d5126b31f853886c08b3274bb995ef42035207071474438b622de882472abc92f9d7e1fd3456e19b46f0117fe607b9d8196792120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa128308010000000000000008030000000000000004030000000402000000a30101a001342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080100000000000000040100000065220120c6e4e28ea3eb2d09b1914a3f626bea215e8e58c9cdd4bc6125bb94cfb75fb2272050a2c0d145539c1fb32f60e0d8425b1c03f6120c40171971b8de9c0017a4bfb320a1ff197e558b39df283b3c56348520d8bce2685dea0a8082a69bb9fce513c305a30101a001342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080100000000000000040100000065220120c6e4e28ea3eb2d09b1914a3f626bea215e8e58c9cdd4bc6125bb94cfb75fb2272050a2c0d145539c1fb32f60e0d8425b1c03f6120c40171971b8de9c0017a4bfb320a1ff197e558b39df283b3c56348520d8bce2685dea0a8082a69bb9fce513c305fe0101fb01342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080200000000000000a30101a001342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080100000000000000040100000065220120c6e4e28ea3eb2d09b1914a3f626bea215e8e58c9cdd4bc6125bb94cfb75fb2272050a2c0d145539c1fb32f60e0d8425b1c03f6120c40171971b8de9c0017a4bfb320a1ff197e558b39df283b3c56348520d8bce2685dea0a8082a69bb9fce513c3052054ab107e2755ce64cbc2dcbe8b957510c86fd83dc72f9eb71abb9e088a3b286304030000000a0108110000000000000008000000000000000001004c080200000000000000086400000000000000040100000020a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a504040000000e04030000000804000000000000000100	accept
preimage	commit_certificate_request	69726f68613a73756d65726167693a76323a636f6d6d69742d63657274696669636174652d7265717565737402020012111073756d65726167692d76322d746573742120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa12830801000000000000004b4a2100000000000000010001a701f601df01af018f013801b8019b01a801ce0164019b0159014f019101e401d0011f01dc015701f901c90149013d01f4013b015e015001a9019801730167080000000000000000	accept
preimage	commit_certificate_response	69726f68613a73756d65726167693a76323a636f6d6d69742d63657274696669636174652d726573706f6e73650202002088acf41dc19647cb9dffe7369fd5c529f5aa816c6a5116d6f4c90d20171e29aff101342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080900000000000000040200000065220120d2a6002040093d59dba02ec090ca544001017d7884a798582a3508b34fadc90d204424c8a482b6e2ae4ce156ac3e38c7b84dc6e753ac86c0202b78af035e4e4feb208b1852e7f61a18360f019c0a4c97cf53c4196ed77aea1328875033e39204596f1703000000000000000400000000040100000004020000003830000000000000005a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a4b4a21000000000000000100012b01c20180010b0133011601e001090120019f01fd0175017d01ab011901cc01f001ae018401bc017a01e90106015401e101e80117011201d2017001f60153	accept
negative_message	wrong_protocol_version	0201009402050000008e02342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa128308010000000000000008010000000000000065220120011a1672125bdf7547ce7f09083cdca8877beb715bd3293823fac0f558efcb6d20b9f00e02057417f8b2e5589c3abd9d098c86fc4a4789129f57e52a1da5f4f39720c9748c80dadefcd38c98e859b41610011dc2020c09c4260ae870b52fa68b6e390804000000000000001e04000000000404000000020000020000080004000000000000040001000029010000000000000020bfc4d85b5328076166b7e3779b2dde9c0a2dde14eb0c5fc827cc4201d7fdabf120bfc4d85b5328076166b7e3779b2dde9c0a2dde14eb0c5fc827cc4201d7fdabf1	reject
negative_message	truncated	0202009402050000008e02342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa128308010000000000000008010000000000000065220120011a1672125bdf7547ce7f09083cdca8877beb715bd3293823fac0f558efcb6d20b9f00e02057417f8b2e5589c3abd9d098c86fc4a4789129f57e52a1da5f4f39720c9748c80dadefcd38c98e859b41610011dc2020c09c4260ae870b52fa68b6e390804000000000000001e04000000000404000000020000020000080004000000000000040001000029010000000000000020bfc4d85b5328076166b7e3779b2dde9c0a2dde14eb0c5fc827cc4201d7fdabf120bfc4d85b5328076166b7e3779b2dde9c0a2dde14eb0c5fc827cc4201d7fdab	reject
negative_message	trailing_byte	0202009402050000008e02342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa128308010000000000000008010000000000000065220120011a1672125bdf7547ce7f09083cdca8877beb715bd3293823fac0f558efcb6d20b9f00e02057417f8b2e5589c3abd9d098c86fc4a4789129f57e52a1da5f4f39720c9748c80dadefcd38c98e859b41610011dc2020c09c4260ae870b52fa68b6e390804000000000000001e04000000000404000000020000020000080004000000000000040001000029010000000000000020bfc4d85b5328076166b7e3779b2dde9c0a2dde14eb0c5fc827cc4201d7fdabf120bfc4d85b5328076166b7e3779b2dde9c0a2dde14eb0c5fc827cc4201d7fdabf100	reject
negative_message	noncanonical_signers	020200f70102000000f101342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080100000000000000040100000065220120c6e4e28ea3eb2d09b1914a3f626bea215e8e58c9cdd4bc6125bb94cfb75fb2272050a2c0d145539c1fb32f60e0d8425b1c03f6120c40171971b8de9c0017a4bfb320a1ff197e558b39df283b3c56348520d8bce2685dea0a8082a69bb9fce513c3051703000000000000000401000000040000000004020000003830000000000000005a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a	reject
negative_message	retired_zero_prepare_tag	020200b50101000000af01342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080100000000000000040000000065220120011a1672125bdf7547ce7f09083cdca8877beb715bd3293823fac0f558efcb6d20b9f00e02057417f8b2e5589c3abd9d098c86fc4a4789129f57e52a1da5f4f39720c9748c80dadefcd38c98e859b41610011dc2020c09c4260ae870b52fa68b6e39040000000009010000000000000001	reject
negative_message	overlapping_timeout_groups	020200fa0204000000f402342120a032a834a5eb714a626ba7a32a090091d5292be58ff4d32172c317896d6ff723080100000000000000080200000000000000bd0202000000000000001f010012020000000000000004000000000401000000090100000000000000019302f40101f101342120a032a834a5eb714a626ba7a32a090091d5292be58ff4d32172c317896d6ff723080100000000000000080100000000000000040100000065220120c6e4e28ea3eb2d09b1914a3f626bea215e8e58c9cdd4bc6125bb94cfb75fb2272050a2c0d145539c1fb32f60e0d8425b1c03f6120c40171971b8de9c0017a4bfb320a1ff197e558b39df283b3c56348520d8bce2685dea0a8082a69bb9fce513c3051703000000000000000400000000040100000004020000003830000000000000005a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a1202000000000000000401000000040200000009010000000000000002	reject
negative_message	unknown_payload_tag	020200050b00000000	reject
negative_message	commit_request_wrong_nested_protocol	020200cc0109000000c60102010012111073756d65726167692d76322d746573742120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa12830801000000000000004b4a2100000000000000010001a701f601df01af018f013801b8019b01a801ce0164019b0159014f019101e401d0011f01dc015701f901c90149013d01f4013b015e015001a9019801730167383000000000000000818181818181818181818181818181818181818181818181818181818181818181818181818181818181818181818181	reject
negative_message	commit_request_empty_signature	0202009c0109000000960102020012111073756d65726167692d76322d746573742120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa12830801000000000000004b4a2100000000000000010001a701f601df01af018f013801b8019b01a801ce0164019b0159014f019101e401d0011f01dc015701f901c90149013d01f4013b015e015001a9019801730167080000000000000000	reject
negative_message	commit_request_truncated_signature	020200cc0109000000c60102020012111073756d65726167692d76322d746573742120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa12830801000000000000004b4a2100000000000000010001a701f601df01af018f013801b8019b01a801ce0164019b0159014f019101e401d0011f01dc015701f901c90149013d01f4013b015e015001a90198017301673830000000000000008181818181818181818181818181818181818181818181818181818181818181818181818181818181818181818181	reject
negative_message	commit_response_empty_signature	020200ef020a000000e9022088acf41dc19647cb9dffe7369fd5c529f5aa816c6a5116d6f4c90d20171e29aff101342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080900000000000000040200000065220120d2a6002040093d59dba02ec090ca544001017d7884a798582a3508b34fadc90d204424c8a482b6e2ae4ce156ac3e38c7b84dc6e753ac86c0202b78af035e4e4feb208b1852e7f61a18360f019c0a4c97cf53c4196ed77aea1328875033e39204596f1703000000000000000400000000040100000004020000003830000000000000005a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a4b4a21000000000000000100012b01c20180010b0133011601e001090120019f01fd0175017d01ab011901cc01f001ae018401bc017a01e90106015401e101e80117011201d2017001f60153080000000000000000	reject
negative_message	commit_response_truncated_signature	0202009f030a00000099032088acf41dc19647cb9dffe7369fd5c529f5aa816c6a5116d6f4c90d20171e29aff101342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080900000000000000040200000065220120d2a6002040093d59dba02ec090ca544001017d7884a798582a3508b34fadc90d204424c8a482b6e2ae4ce156ac3e38c7b84dc6e753ac86c0202b78af035e4e4feb208b1852e7f61a18360f019c0a4c97cf53c4196ed77aea1328875033e39204596f1703000000000000000400000000040100000004020000003830000000000000005a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a4b4a21000000000000000100012b01c20180010b0133011601e001090120019f01fd0175017d01ab011901cc01f001ae018401bc017a01e90106015401e101e80117011201d2017001f601533830000000000000008282828282828282828282828282828282828282828282828282828282828282828282828282828282828282828282	reject
negative_message	commit_response_prepare_certificate	0202009f030a00000099032088acf41dc19647cb9dffe7369fd5c529f5aa816c6a5116d6f4c90d20171e29aff101342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080900000000000000040100000065220120d2a6002040093d59dba02ec090ca544001017d7884a798582a3508b34fadc90d204424c8a482b6e2ae4ce156ac3e38c7b84dc6e753ac86c0202b78af035e4e4feb208b1852e7f61a18360f019c0a4c97cf53c4196ed77aea1328875033e39204596f1703000000000000000400000000040100000004020000003830000000000000005a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a4b4a21000000000000000100012b01c20180010b0133011601e001090120019f01fd0175017d01ab011901cc01f001ae018401bc017a01e90106015401e101e80117011201d2017001f60153383000000000000000828282828282828282828282828282828282828282828282828282828282828282828282828282828282828282828282	reject
negative_message	commit_request_invalid_chain_utf8	020200cc0109000000c601020200121110ff756d65726167692d76322d746573742120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa12830801000000000000004b4a2100000000000000010001a701f601df01af018f013801b8019b01a801ce0164019b0159014f019101e401d0011f01dc015701f901c90149013d01f4013b015e015001a9019801730167383000000000000000818181818181818181818181818181818181818181818181818181818181818181818181818181818181818181818181	reject
negative_binding	commit_response_wrong_request_hash	0202009f030a00000099032089acf41dc19647cb9dffe7369fd5c529f5aa816c6a5116d6f4c90d20171e29aff101342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080900000000000000040200000065220120d2a6002040093d59dba02ec090ca544001017d7884a798582a3508b34fadc90d204424c8a482b6e2ae4ce156ac3e38c7b84dc6e753ac86c0202b78af035e4e4feb208b1852e7f61a18360f019c0a4c97cf53c4196ed77aea1328875033e39204596f1703000000000000000400000000040100000004020000003830000000000000005a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a4b4a21000000000000000100012b01c20180010b0133011601e001090120019f01fd0175017d01ab011901cc01f001ae018401bc017a01e90106015401e101e80117011201d2017001f60153383000000000000000828282828282828282828282828282828282828282828282828282828282828282828282828282828282828282828282	reject
negative_binding	commit_response_wrong_context	0202009f030a00000099032088acf41dc19647cb9dffe7369fd5c529f5aa816c6a5116d6f4c90d20171e29aff101342120ea0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080900000000000000040200000065220120d2a6002040093d59dba02ec090ca544001017d7884a798582a3508b34fadc90d204424c8a482b6e2ae4ce156ac3e38c7b84dc6e753ac86c0202b78af035e4e4feb208b1852e7f61a18360f019c0a4c97cf53c4196ed77aea1328875033e39204596f1703000000000000000400000000040100000004020000003830000000000000005a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a4b4a21000000000000000100012b01c20180010b0133011601e001090120019f01fd0175017d01ab011901cc01f001ae018401bc017a01e90106015401e101e80117011201d2017001f60153383000000000000000828282828282828282828282828282828282828282828282828282828282828282828282828282828282828282828282	reject
negative_binding	commit_response_wrong_height	0202009f030a00000099032088acf41dc19647cb9dffe7369fd5c529f5aa816c6a5116d6f4c90d20171e29aff101342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080000000000000000080900000000000000040200000065220120d2a6002040093d59dba02ec090ca544001017d7884a798582a3508b34fadc90d204424c8a482b6e2ae4ce156ac3e38c7b84dc6e753ac86c0202b78af035e4e4feb208b1852e7f61a18360f019c0a4c97cf53c4196ed77aea1328875033e39204596f1703000000000000000400000000040100000004020000003830000000000000005a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a4b4a21000000000000000100012b01c20180010b0133011601e001090120019f01fd0175017d01ab011901cc01f001ae018401bc017a01e90106015401e101e80117011201d2017001f60153383000000000000000828282828282828282828282828282828282828282828282828282828282828282828282828282828282828282828282	reject
negative_status	wrong_protocol_version	020100200d53621009237a098c1d0c09bf2281252ad34514394338de78794a84d63f7b6120a767abd5771c0d1d0791e13fba539d5126b31f853886c08b3274bb995ef42035207071474438b622de882472abc92f9d7e1fd3456e19b46f0117fe607b9d8196792120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa128308010000000000000008030000000000000004030000000402000000a30101a001342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080100000000000000040100000065220120c6e4e28ea3eb2d09b1914a3f626bea215e8e58c9cdd4bc6125bb94cfb75fb2272050a2c0d145539c1fb32f60e0d8425b1c03f6120c40171971b8de9c0017a4bfb320a1ff197e558b39df283b3c56348520d8bce2685dea0a8082a69bb9fce513c305a30101a001342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080100000000000000040100000065220120c6e4e28ea3eb2d09b1914a3f626bea215e8e58c9cdd4bc6125bb94cfb75fb2272050a2c0d145539c1fb32f60e0d8425b1c03f6120c40171971b8de9c0017a4bfb320a1ff197e558b39df283b3c56348520d8bce2685dea0a8082a69bb9fce513c305fe0101fb01342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080200000000000000a30101a001342120eb0ddc2676c35277732a05b97d70c54e322244e7abfeda2bc17db2b746fa1283080100000000000000080100000000000000040100000065220120c6e4e28ea3eb2d09b1914a3f626bea215e8e58c9cdd4bc6125bb94cfb75fb2272050a2c0d145539c1fb32f60e0d8425b1c03f6120c40171971b8de9c0017a4bfb320a1ff197e558b39df283b3c56348520d8bce2685dea0a8082a69bb9fce513c3052054ab107e2755ce64cbc2dcbe8b957510c86fd83dc72f9eb71abb9e088a3b286304030000000a0108110000000000000008000000000000000001004c080200000000000000086400000000000000040100000020a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a504040000000e04030000000804000000000000000100	reject
